k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25
FFFFFFFF14787401;FFFFFFFF27D0EC01;FFFFFFFFF4EB3201;239FBC01;CDAEF801;DC2F801;FFFFFFFFAE587601;FFFFFFFFAE2E8801;FFFFFFFF91BAEC01;FFFFFFFFE8BF8801;FFFFFFFFB8DA7001;905E6101;FFFFFFFFD81421C1;FFFFFFFFA87E0401;65BCBF01;FFFFFFFF49A3D201;27168701;45175601;C5E16801;AE4DEB01;FFFFFFFFF2322C01;FFFFFFFFFE6CAC01;630B2601;FFFFFFFFAE283E01;FFFFFFFF94E6BA01
70C20C01;FFFFFFFFF6256601;FFFFFFFFD0339A01;3B923A01;FFFFFFFF98241E01;8AE42C01;FFFFFFFFD1781E01;FFFFFFFFA3A45401;111FCC01;4F624401;FFFFFFFF91A32E01;5FE74C01;FFFFFFFFA3DC7401;AD898301;FFFFFFFF99F7BC01;FFFFFFFFA3ABBE01;FFFFFFFFE53A6101;FFFFFFFF750E8C01;FFFFFFFFA56EA201;FFFFFFFFCF166841;8E2B4201;FFFFFFFF7CEDED01;5675E201;FFFFFFFF6B339C01;6197DF01
903A4201;FFFFFFFFF12E7201;628E6201;2033CA01;6ED03401;1899FB01;51851801;FFFFFFFFF39D1801;211A9C01;793C0401;FFFFFFFF78DA3A01;FFFFFFFFD1E03C01;FFFFFFFFBD391C01;FFFFFFFF8069B401;4E5FB401;E151201;FFFFFFFFFBFAA3C1;2CC72001;FFFFFFFFE49D3401;5C003401;AD747A01;3B228801;FFFFFFFFCD3E1401;FFFFFFFF699B1101;FFFFFFFF932F4C01
18153F01;FFFFFFFFE9413201;FFFFFFFF9E165401;C5ECDA01;FFFFFFFFB264C201;FFFFFFFF94FAF001;FFFFFFFF912CE601;FFFFFFFF7EB13101;696D6201;FFFFFFFF4798FA01;126C6D01;FFFFFFFFD6D79201;5E30601;FFFFFFFFC7407801;7EE0B001;FFFFFFFFC1D4AF01;FFFFFFFF45C44E01;B844201;FFFFFFFFC61F2A01;FFFFFFFFBB13E801;36778A01;FFFFFFFFC02EA401;FFFFFFFFF294C641;FFFFFFFF56F8E401;FFFFFFFFB53F4A01
9148C501;FFFFFFFF84A9E601;FFFFFFFF42BD1201;24527D01;53F97A01;231BBC01;B46BF701;FFFFFFFFE62A1601;FFFFFFFFEF718401;FFFFFFFFC9254201;FFFFFFFFB9C66401;FFFFFFFF530C6101;FFFFFFFFDA683841;247B9B01;DA279701;FFFFFFFF73CFD301;3EE19201;FFFFFFFFA9EEE701;54720101;21DE3201;FFFFFFFFA71A7C01;FFFFFFFFE155B401;9ABB0301;FFFFFFFFDE1A7201;5BE5EE01
FFFFFFFFF4BF2001;FFFFFFFF08438601;FFFFFFFFE6822A01;FFFFFFFFA4914001;56CE8701;FFFFFFFFD5ECE201;9E720701;FFFFFFFFCC9A6E01;FFFFFFFF9C25D601;FFFFFFFF62A6D801;3E1FC01;FFFFFFFFFB2B1601;6EB31E01;32A38E01;FFFFFFFFD9DF2801;FFFFFFFFDA6C5E01;62B21A01;FFFFFFFF8527F901;FFFFFFFF8E1D7C01;FFFFFFFFF16E1E01;3EA4301;FFFFFFFF7E62D901;FFFFFFFF6FBAF801;9F6F6401;FFFFFFFFA5782401
2D748E01;FFFFFFFFAE75F401;FFFFFFFFBA175201;57A1E801;23DA1A01;FFFFFFFFB6B86401;57257E01;5359DC01;A8F8ED01;5BA45201;FFFFFFFF7D71C501;FFFFFFFFA658F401;FFFFFFFF959FEE01;FFFFFFFFA69D6C01;FFFFFFFF6FD7A401;FFFFFFFF7E2A2601;FFFFFFFFA749EA01;70D45401;FFFFFFFFAEF8DA01;FFFFFFFF7EAD2901;A762A301;FFFFFFFFC0750501;4A6E2001;81F0AF01;A20DBE01
15224A01;9B3ADC01;FFFFFFFF71EC6F01;10F04301;FFFFFFFFBAD29301;BAD6FD01;FFFFFFFFA6D6D201;FFFFFFFFBDAD2601;6F93F801;2737EE01;7AB29401;1C0E1601;FFFFFFFF70CB9E01;7CBF3C01;69927A01;FFFFFFFFA7AB6E01;35A32C01;46F9D201;9F927201;FFFFFFFFB0017801;33557A01;17B39801;29A12401;B676601;278F8501
977C1D01;52C41C01;FFFFFFFF9EE5D601;765CE401;84F3C701;1F621301;41691C01;FFFFFFFF2952D801;FFFFFFFFD73DE601;FFFFFFFF6351B101;FFFFFFFFBD7E9A01;FFFFFFFFD2860E01;FCB4B401;E07B6201;8FB35101;C4C2BE01;FFFFFFFF592DA701;FFFFFFFFDFF06041;52AD9601;FFFFFFFFF5A0A641;3F740201;FFFFFFFF7C6C1601;FFFFFFFFD4E5B441;FFFFFFFF0B6F3E01;3F2DA001
FFFFFFFF3BF9F201;DD75601;FFFFFFFF762AB101;FFFFFFFF3F88FB01;DB542901;A31C6F01;FFFFFFFFAF928001;FFFFFFFF79E6E501;FFFFFFFF61306201;47076601;6DED7001;83B29301;C546D501;FFFFFFFF538F3A01;FFFFFFFFA33C4801;1ED59A01;FFFFFFFF98CAFA01;5B504401;988F6E01;AAB11101;7CB5E401;FFFFFFFFFB8FAE41;69F18C01;614D2601;FFFFFFFFE45EC401
3AB3901;7C57F401;3E7FC601;FFFFFFFFCA349A01;DCF9801;ACB7C01;FFFFFFFFA523FE01;57208C01;6D066601;FFFFFFFF0D3AC401;FFFFFFFF4F4E8401;FFFFFFFFF2EA4401;FFFFFFFFDE081A01;FFFFFFFFC02C3801;6197B201;FFFFFFFFD6E4BC01;FFFFFFFFDBFDD5C1;FFFFFFFFAB632801;FFFFFFFF29686801;601D1C01;FFFFFFFFA6CDAC01;117B201;FFFFFFFFF3DD7A01;6BFD1401;C810CC01
D1473D01;C02D7001;FFFFFFFFEFB05001;B65EA01;FFFFFFFF4A40F101;4CF0E001;80897E01;FFFFFFFF40286801;FFFFFFFFD06AB201;9CA6E01;FFFFFFFFD76F1E01;FFFFFFFF78C6CE01;31624A01;FFFFFFFF98EB2E01;FFFFFFFF953E3201;17F8C201;2F11B401;48598401;FFFFFFFF310DBF01;232B2401;FFFFFFFF7027ED01;3F950A01;FFFFFFFF7B3BA001;914B7201;FFFFFFFFC75AF601
34B66701;FFFFFFFFBA240201;FFFFFFFFB7B53401;FFFFFFFF8639F001;65198601;8FB9FB01;8A2DE901;4749EC01;640F6001;1EF73801;42BAAE01;8542E301;12717E01;FFFFFFFF77AB4901;FFFFFFFF86450801;11324201;FFFFFFFFB3B70E01;FFFFFFFFE4304841;FFFFFFFFB0059D01;17372B01;35AF0601;FFFFFFFF8B9EA001;AE2AAD01;61761801;FFFFFFFFD42581C1
FFFFFFFFFD03A601;FFFFFFFFAB698601;139AA101;6936E01;FFFFFFFFF0332A01;FFFFFFFF578EE701;FFFFFFFFE1DE7601;2894D201;FFFFFFFFA43B7601;FFFFFFFFACBDBF01;4F0001;E6521301;FFFFFFFFFF7B4701;FD3DC01;721DEC01;2058C401;FFFFFFFF47C4C801;FFFFFFFF965FB301;B91E8F01;C864DF01;FFFFFFFFC96F7A01;C5FD6601;5BF13801;65B2EE01;FFFFFFFFDF9BE601
FFFFFFFF5E7E4E01;BCC73201;FFFFFFFF755D3601;FFFFFFFF6A8DCA01;455B2C01;21AE8801;253C0E01;FFFFFFFFC7EC7C01;FFFFFFFFB4399001;2C214001;20008801;110AF801;FFFFFFFFDC8E6A01;FFFFFFFFB9B09F01;5D4A7401;16263901;23F4C01;FFFFFFFFEFBBD201;77C41401;AEFAD01;FFFFFFFF7DDF0401;4E842201;FFFFFFFFE50D5B01;FFFFFFFFD3C21201;7169A801
DD09C601;FFFFFFFF36C1C501;5B47A201;FFFFFFFFF7F64601;FFFFFFFF3538EC01;2B050801;FFFFFFFF6174F601;4B4FC801;FFFFFFFF11F3FD01;FFFFFFFFB84C0C01;FFFFFFFF41E2C701;FFFFFFFF95B9E001;15607401;1448CC01;41D97601;3C0C7C01;FFFFFFFF868D2E01;4834001;2DCB3301;FFFFFFFFB23D6201;FFFFFFFF8F2FC801;3B84A01;FFFFFFFFD8328901;FFFFFFFFEC335801;FFFFFFFF5377A501
361CFF01;FFFFFFFF46BF6D01;FFFFFFFFDE429C01;41236C01;9023BA01;FFFFFFFF58E6D801;FFFFFFFFAB70B801;FFFFFFFFB3339401;A28DA901;FFFFFFFFC543C9C1;5C007401;153A6801;FFFFFFFFC041DC41;9FEBC801;FFFFFFFF95CC5401;9748601;3C1FF001;FFFFFFFFC7B8DC01;FFFFFFFF9365F801;4210E001;FFFFFFFF61043201;3B0EEB01;C0D39301;FFFFFFFFC4451001;FFFFFFFFCCC3E201
60418A01;466C9201;BA766C01;A6748A01;5193FF01;6455AC01;FFFFFFFFEF1EA901;FFFFFFFF8927AA01;649BC201;FFFFFFFF8111D001;21D56B01;FFFFFFFFEFD4CBC1;FFFFFFFF2777D401;AE31AD01;FFFFFFFF9517B301;B9E2EF01;2545C201;FFFFFFFF3C64EB01;D6477901;FFFFFFFFADDD5201;BFA54201;FFFFFFFFAA75AC01;5A981E01;FFFFFFFFC9DDBC41;115B6001
FFFFFFFFB8903F01;FFFFFFFF10772001;FFFFFFFFEAE2BBC1;FFFFFFFFBDFA3001;FFFFFFFFE56D8E01;582D5001;FFFFFFFFC1B3A201;35739A01;63086C01;FFFFFFFFC94FC001;6E647201;FFFFFFFF4A43A201;FFFFFFFFE47CC401;6B4C5801;FFFFFFFFA3BEF401;FFFFFFFFD1E87201;695C3D01;FFFFFFFFF9DC0001;664E5201;FFFFFFFF686EEF01;FFFFFFFF41CDD401;9B26601;FFFFFFFF63826001;8F722201;FFFFFFFF511AC401
FFFFFFFFFF54FC01;FFFFFFFFF83A71C1;4913D201;13CA9201;FFFFFFFFF4C3C601;FFFFFFFF5C86C701;FFFFFFFFBD506401;77846C01;FFFFFFFFE7B95DC1;EC4B201;FFFFFFFFA9B7D801;FFFFFFFF87686001;44F3E201;FFFFFFFFAE55AA01;440A8601;656AB801;FFFFFFFFCC3C0441;167D3A01;FFFFFFFF8555FC01;4D75A601;B7BDAF01;1EFDC01;32AB7401;629E9601;F3BB501
FFFFFFFFB1CA4001;B1612301;FFFFFFFFDBEB3A01;24E76601;A568E01;AFCCBB01;698FF001;FFFFFFFFA8EE3201;FFFFFFFF7C3DDB01;FFFFFFFFC9DF8301;FFFFFFFF664B0801;62DC7601;D225901;FFFFFFFF985E6801;FFFFFFFFB6827C01;FFFFFFFFDAF73101;2263001;FFFFFFFFB6D50E01;AE56A01;FFFFFFFF2ADE4401;FFFFFFFFB968EC01;FFFFFFFFE58E3001;FFFFFFFF8CEAB801;2CA56801;FFFFFFFF4B1A7E01
FFFFFFFFF0C76C01;217A0E01;D0566801;592BE601;17F63E01;B54AEB01;62F3CE01;5744201;55680801;FFFFFFFFBD05FC01;FFFFFFFFDA644001;FFFFFFFFCAAB9641;3931B01;FFFFFFFFD9474C01;C6377B01;FFFFFFFFE3632001;B4FA0601;5D91B901;2F3DF401;2D8AFE01;A46D2C01;1F009801;FFFFFFFF37EC4D01;FFFFFFFFA2E6CE01;FFFFFFFF6411AD01
74AD2001;46F2E401;FFFFFFFF8CFFA201;74395401;FFFFFFFFA3486401;FFFFFFFF8E473E01;14EF7B01;FFFFFFFF20370F01;FFFFFFFF71DA4A01;FFFFFFFFE6317441;FFFFFFFF1F34E601;29F91001;FFFFFFFFA8DC8001;FFFFFFFFE02B9001;FFFFFFFF5BE79201;E5AE2E01;FFFFFFFFEEBA1001;FFFFFFFFA6511C01;FFFFFFFFC402CD01;FFFFFFFF8F8E6401;A5293F01;80840801;FFFFFFFF46C85201;B3E67601;FFFFFFFFE082CE01
34075401;44037301;2472DA01;CAE42001;FFFFFFFFC69ECC01;FFFFFFFF518C0801;FFFFFFFF52024701;5A2E8E01;FFFFFFFFCF847201;FFFFFFFF964EB801;FFFFFFFFD00BA701;6C28E401;82942901;FFFFFFFF2C25E201;84CB0F01;FFFFFFFFC16C6041;FFFFFFFFD651D301;31D7AA01;7384CC01;FFFFFFFF301ADE01;2BE09801;FFFFFFFF829ACC01;FFFFFFFFAC6E5101;FFFFFFFFD2199A01;FFFFFFFF97001501
57CBA401;7DD68801;566DCC01;FFFFFFFFCA898A01;B26DF001;FFFFFFFF63129601;FFFFFFFFB8203A01;FFFFFFFF89EBDA01;FFFFFFFFAD55DC01;9C5F6701;5BBA8A01;1FFA9401;6B068801;4D361001;72788C01;FFFFFFFFBD4BCC01;47CDBE01;7CBDA401;32A70401;FFFFFFFF4C6B0C01;1D88DA01;8E395101;20D38E01;5A6D2E01;FFFFFFFFA410EC01
B5676201;8F0CE01;B70201;FFFFFFFF38680801;2B578201;97990501;FFFFFFFFE7605001;FFFFFFFFDC63B801;A0E4201;29F2FD01;FFFFFFFFE8FB59C1;1EBA2401;3CD7801;15C72B01;FFFFFFFFE44A9E01;19BFFD01;49889E01;8DB7E201;FFFFFFFFF0500801;FFFFFFFFBEF86601;FFFFFFFFEA060C01;C6A7D01;FFFFFFFF834DE801;FFFFFFFF1CDE2301;CFBE9A01
FFFFFFFF851C3401;6F11B801;FFFFFFFF9CEBE601;3F2F8601;4A466201;FFFFFFFF7892C101;C705A801;FFFFFFFFD5624A41;1E076E01;FFFFFFFFBCB82001;FFFFFFFF62937301;FFFFFFFF7C911701;876F1301;FFFFFFFFC6E51A01;2B86C801;FFFFFFFFF33DD601;FFFFFFFF70961801;FFFFFFFF5D1F4601;FFFFFFFF8CEE4801;FFFFFFFF131EBD01;115ACE01;16F20701;F674A501;98277A01;BCF78101
4D81E01;146DA01;FFFFFFFF2A636301;1996DC01;6A297201;82889C01;95862701;FFFFFFFFAC9CA801;FFFFFFFF3EC97701;FFFFFFFFBD65C101;FFFFFFFFB7A9B001;FFFFFFFFD0660A01;FFFFFFFFD992E601;579E701;FFFFFFFF475B6E01;FFFFFFFF4250CC01;FFFFFFFF10A1F401;FFFFFFFFC2B2B801;4A64D201;FFFFFFFF9CEB7401;95764801;82C9AA01;FFFFFFFF937AA001;96711401;FFFFFFFF92494E01
540CD801;7AF4001;284B3601;FFFFFFFF976F1A01;9CBC7701;FFFFFFFFEAC46001;40A4BC01;3BA1A601;FFFFFFFFE96E39C1;A95DD201;4DDC9A01;FFFFFFFF31BD7901;66844601;FFFFFFFFCEC73801;FFFFFFFFD8DC5A01;FFFFFFFFDBDEFA01;C0880501;FFFFFFFF207C1701;957CDF01;FFFFFFFF7B45DD01;1B42E01;FFFFFFFF0AA3C001;FFFFFFFFBC66A401;FFFFFFFFC49C5201;FFFFFFFF7CBC3601
FFFFFFFFC967A801;15D3D301;5EA8A401;FFFFFFFFB12D6801;57E17C01;FFFFFFFFE2FC9E01;58384401;FFFFFFFF249D6201;FFFFFFFFAE2BBA01;4C893D01;33C38201;FFFFFFFFE34491C1;184C0201;FFFFFFFFE0582601;FFFFFFFFFBB2C601;FFFFFFFFDCA44401;65119C01;81126B01;5A259101;7146C01;FFFFFFFFC50B5A01;3A48EA01;FFFFFFFFF9C98801;FFFFFFFF594F7801;FFFFFFFF3CDAED01
FFFFFFFFE2FEF601;A40F6401;FFFFFFFF990A3A01;FFFFFFFF9E63A801;FFFFFFFFC8EF4BC1;7AE81901;FFFFFFFFE3471801;4BDFD801;2737C01;FFFFFFFFD33FAE01;27CB2F01;4739A301;FFFFFFFFBA7A1601;FFFFFFFFBBB4D801;FFFFFFFFDB7EB7C1;F423BA01;43F0C01;FFFFFFFFA89A8C01;FFFFFFFFA9BA1B01;FFFFFFFF0ABD4101;FFFFFFFF0CEDE601;1EB55801;FFFFFFFF437D4701;ADF28C01;1AA6BE01
FFFFFFFFE0F50201;FFFFFFFFBF1B9601;FFFFFFFFA1902801;FFFFFFFFDDA869C1;439DB701;FFFFFFFF44D3EE01;FFFFFFFFB8D1F401;16A3D201;78024001;FFFFFFFFA6391801;768E9001;FFFFFFFFEBC3A3C1;FFFFFFFF7D565801;59B4DF01;FFFFFFFFD8CF4E01;FFFFFFFFC934D901;FFFFFFFF290E0A01;FFFFFFFFE60ADA01;40835801;DEB80401;FFFFFFFFE3763B01;FFFFFFFF4E4E6501;FFFFFFFF13EA4101;3D532801;FFFFFFFF30E09401
FFFFFFFFC189C9C1;FFFFFFFFDB1A4FC1;F35FD101;FFFFFFFF6387C601;7D3ED001;FFFFFFFFFE23BC01;FFFFFFFFE6132201;A8612201;FFFFFFFF13D7BE01;FFFFFFFF51A3C701;FFFFFFFFD6F48601;FFFFFFFFF14ECC01;FFFFFFFFF55271C1;FFFFFFFF6B78EE01;7411D001;FFFFFFFF9C75A801;8E00F601;FFFFFFFFC0C47C01;FFFFFFFFBBE10001;FBC45C01;FFFFFFFF73816301;36BDA801;FFFFFFFFA6857501;26E8A801;A2BCC01
88EF5301;FFFFFFFFA9E6C101;1083E001;FFFFFFFFCF4BEA01;FFFFFFFF68101A01;FFFFFFFFBC01F001;FFFFFFFFB103B801;2AF7E201;D2B06601;FFFFFFFF42EB4001;FFFFFFFFF7CACD01;FE261201;FFFFFFFF50E83601;FFFFFFFF9132F401;FFFFFFFFC77D6801;FFFFFFFFC69DCA41;39129C01;FFFFFFFFA795CC01;B7535A01;1610DB01;1EA7701;922A801;225C7201;25955001;C080201
FFFFFFFFDAFF0201;F8361D01;FFFFFFFF83805001;FFFFFFFFB65B8C01;FFFFFFFFDA59F601;FFFFFFFF74D43C01;FFFFFFFF545C0401;FFFFFFFF97141001;5DED7F01;4610EE01;FFFFFFFFEE225A01;FFFFFFFFE39AE601;FFFFFFFF70585F01;FFFFFFFF681E2201;26548C01;AB6FB501;FFFFFFFF52185E01;FFFFFFFFD9722C01;6565FC01;8A0C1201;FFFFFFFF2C72AD01;D5A57801;17BC0401;FFFFFFFFB16F1801;FFFFFFFFFC657A41
3F5AC201;FFFFFFFFCD795DC1;FFFFFFFFCF656C01;74A91C01;FFFFFFFF15FF2E01;FFFFFFFFD2128201;E607C301;FFFFFFFF4A9C2301;FFFFFFFF76CE4201;FFFFFFFF89AF9E01;29B89001;FFFFFFFFD5959801;FFFFFFFF2E1B0E01;31B6D401;7D610C01;FFFFFFFFE2A60601;FFFFFFFFC2610A01;FFFFFFFF29FA2C01;FFFFFFFF82BDB201;FFFFFFFF8A79C801;453401;690A6401;FFFFFFFFD2167601;FFFFFFFFD018B401;FFFFFFFFEED7A801
70CAE001;FFFFFFFFF53E6F01;FFFFFFFF24B6E001;FFFFFFFF39DFF101;FFFFFFFFDDB39041;A8FA2C01;68308201;E6AC7A01;26A1C401;2B2F2201;59192C01;FFFFFFFF79226D01;97C9D701;FFFFFFFFEC398841;FFFFFFFF45FBE701;46C8B401;FFFFFFFFE9C8F7C1;EE82CA01;5074C01;FFFFFFFF9D725201;FFFFFFFFF3763001;1808D401;FFFFFFFF996CF201;FFFFFFFF2D63A201;2D871001
FFFFFFFF80359601;3FE50401;4B71E401;1016A801;FAF9D401;2C892201;FFFFFFFF88991401;39E3DC01;DBE24C01;FFFFFFFFFDA5D641;FFFFFFFFD9582601;FFFFFFFF5DD66001;FFFFFFFF47DE8501;FFFFFFFFA919C901;FFFFFFFF651B0101;FFFFFFFFE2D44001;FFFFFFFFD2E77001;FFFFFFFFEF435A01;62FC001;FFFFFFFFF28EC301;FFFFFFFF9A3C3E01;A954B001;C4401F01;A0267201;FFFFFFFF87587601
FFFFFFFFF8533841;FFFFFFFFEB632001;FFFFFFFF8E687601;D3ED301;67395201;BBA7E701;375AD001;29842E01;FFFFFFFFAF262801;FFFFFFFF28E8C201;ADDB9701;73D8E401;2D20A601;7CCC8001;3A408E01;FFFFFFFFBADE8001;8C0A6901;F84E1401;FFFFFFFF71B03801;FFFFFFFFD7357A01;3967EE01;FFFFFFFFC3D8E201;FFFFFFFFEA7F4E01;40251A01;6C2F9401
FFFFFFFFB6787501;6F8DD801;FFFFFFFF114FD801;FFFFFFFF1DABB201;50B35801;FFFFFFFF652B1501;FFFFFFFF124D2201;FFFFFFFFE18431C1;FFFFFFFFE7DBA801;91215101;FFFFFFFF7DAE2F01;CBD5EF01;1B623F01;452D5301;5CA74201;9C62E201;6E96E001;FFFFFFFFCF02F001;3B9C7301;FFFFFFFFD5EBD001;774D4401;FFFFFFFF68735C01;DB31A01;FFFFFFFF5B391C01;FFFFFFFF4BEDB001
3573BB01;16AA8E01;786E5801;145E3A01;93FF9C01;F1C0B201;FFFFFFFF5BACA201;FFFFFFFFA66EDE01;FFFFFFFFD1B74201;FFFFFFFFCB2BF241;2D335501;473F7501;300F4A01;FFFFFFFF03D69D01;37FC4C01;FFFFFFFF8EFB6A01;FFFFFFFF881B0001;FFFFFFFF1DB6F301;FFFFFFFFC67D8801;568C5001;FFFFFFFFE1085801;FFFFFFFF61256201;FFFFFFFFD93DBE01;8AC6BF01;FFFFFFFF52E4A201
A0407601;FFFFFFFFFD1A1C01;FFFFFFFFF3618701;24B81401;22860601;FFFFFFFF7272FD01;7CB2DC01;FFFFFFFF608D6001;FFFFFFFFF994CB01;FFFFFFFF8D283E01;D2709801;FFFFFFFF94DF4401;FFFFFFFF6EA35901;3679AE01;FFFFFFFFF432CE01;8245E301;FFFFFFFFCAB38801;12433401;5FCEBE01;26187601;6E743001;FFFFFFFF82BA3A01;FFFFFFFFAA5D0801;7C6E4801;8BE82501
FFFFFFFFB9A76601;704F9401;5DEC4C01;FFFFFFFFE9BE9901;6B3E6B01;C9D44D01;FFFFFFFFC0DF9001;FFFFFFFFD7243DC1;D28B01;77C40401;BAAFA801;4FE02201;FFFFFFFFCEB09A01;FFFFFFFF544B0701;FFFFFFFFBE9F9601;FFFFFFFFE88A0E01;FFFFFFFFDA62D001;35158401;44D16C01;FFFFFFFFEFBDC201;FFFFFFFFBA0ED301;42C29E01;2FD0BE01;170FDC01;FFFFFFFFFFED1801
2D60DA01;FFFFFFFFC9872801;FFFFFFFFA1776801;921F6001;708D1E01;ABEF8301;F5582B01;FFFFFFFFB8EA1401;FFFFFFFF7C92F801;1FDFDC01;FFFFFFFFDDDEA241;FFFFFFFFF0C04001;FFFFFFFF9CA1B201;96F22A01;869E5901;FFFFFFFF3A315001;31953801;FFFFFFFFE065AA41;5E0D0201;FFFFFFFF97942401;FFFFFFFF34CDB801;85BDD101;FFFFFFFFBE753001;8041C01;FFFFFFFF7393E701
A502BE01;FFFFFFFF137ADA01;FFFFFFFFD5843001;19774601;FFFFFFFFCD0D6501;FFFFFFFFC8606001;FFFFFFFF5AA49C01;FFFFFFFFC3AB7F01;80786C01;FFFFFFFF849D2801;FFFFFFFFCE09BC01;FFFFFFFF7B6DD901;FFFFFFFF1D44D301;19AB6401;9FE76E01;FFFFFFFF6E46B801;1FB43601;8B763B01;FFFFFFFF67B0F001;FFFFFFFFDD4A9101;FFFFFFFF9857E601;AFBC3101;FFFFFFFFFF56B401;1954E601;FFFFFFFF7A828801
FFFFFFFF2B228C01;7B774401;FFFFFFFFBF86C801;6689C001;FFFFFFFFB68A0001;9FB29C01;69E83A01;BDE42C01;646BF301;7859E401;FFFFFFFF24218201;FFFFFFFF379FAA01;340E3001;FFFFFFFFDB165241;A3BD3E01;FFFFFFFFF49BB801;FFFFFFFFC66C8401;5234201;FFFFFFFFF2749001;FFFFFFFF63C68E01;FFFFFFFF2F340A01;FFFFFFFFF804B401;D27AE201;62044201;2EAA0501
5000F201;FFFFFFFFF3EF1C01;5E3D5401;1F590201;7945C401;2FFD4201;28810C01;9E2CA301;16002601;EB9AFD01;FFFFFFFFE70C4801;19156C01;FFFFFFFFF6E59601;FFFFFFFFE8AD3A01;5D0CBE01;FCD1D901;FFFFFFFFACF90201;FFFFFFFFE4CCCA41;FFFFFFFF9D521C01;FFFFFFFFBF5FD801;8C53C01;31B12001;21809201;721C2401;FFFFFFFFE2B3BFC1
26549001;FFFFFFFFDCF36BC1;FFFFFFFF8574FE01;FFFFFFFF4106D001;FFFFFFFF9BDFB201;FFFFFFFF836FE801;FFFFFFFF5F43FE01;FFFFFFFFD7FC6801;97259E01;FFFFFFFF87EF5D01;FFFFFFFFAC366601;50745C01;FFFFFFFFF7980C01;FFFFFFFFC58E8901;AFAE8101;669D2801;A844F01;7059201;FFFFFFFFA01F5C01;FFFFFFFFD0D52801;FFFFFFFFE15BF601;5AEB2601;60095001;FFFFFFFF8901F001;26D6DC01
FFFFFFFFE7C53A01;435B1C01;20205201;DE1BB201;FFFFFFFF6678A801;1DC90001;267D2601;CB222801;FFFFFFFFF9630B01;93CD9001;2E917601;FFFFFFFFC8C46001;71EBE01;28914101;FFFFFFFF1A99A801;FFFFFFFF87071001;FFFFFFFFD3931E01;80C9AD01;FFFFFFFF0168B401;FFFFFFFFD3579601;58FE0201;FFFFFFFFEC256A41;FFFFFFFF3179D101;29FB9101;F9EF8001
FFFFFFFFB46B6801;FFFFFFFFC4804201;FFFFFFFFD2AA9101;82BBF801;6FABA401;4997B801;FFFFFFFF66DE3501;77273001;FFFFFFFFCCC10701;FFFFFFFFBB12BE01;FFFFFFFFD4122801;FFFFFFFFA95DCC01;FFFFFFFF753EC201;7FB3B801;6A35B401;FFFFFFFFC1E64E01;19FAD801;53E88E01;9B175C01;FFFFFFFF2451D201;C680AE01;74FCE401;F4322D01;FFFFFFFF2D0BF701;FFFFFFFFE3E0B801
90ADD01;FFFFFFFFB091DE01;FFFFFFFFF1727601;B8596D01;FFFFFFFFDD376641;3E07E01;FFFFFFFFD8A49C01;33D7EC01;3DA95C01;3D593101;FFFFFFFF3CF4D901;71241801;2E288201;96BEA901;FFFFFFFFC21FD501;FFFFFFFF8DB98401;FFFFFFFFA2E3E201;FFFFFFFF1C81F801;70766C01;FFFFFFFF60A93E01;FFFFFFFF9CEA2601;FFFFFFFF11523401;FFFFFFFF502C9E01;F4DD4101;FFFFFFFFAC120201
FFFFFFFF883BC201;E5A6C01;8673D901;71801;7496001;FFFFFFFF96A37501;1892C001;FFFFFFFFC2979801;FFFFFFFF005D2C01;8CF0F601;9430F501;158CF401;39B47A01;FFFFFFFF852B7401;FFFFFFFFC95E9801;BF7E4301;4C060D01;FFFFFFFF29300601;999EE01;FFFFFFFFE6A63401;A9ED9901;25EF4901;6D7AE801;C0D5801;81110401
B2649201;FFFFFFFF9CACB001;FFFFFFFFB26C1801;A955CC01;2A064A01;46BD9601;FFFFFFFFC5F06A41;FFFFFFFFB5E56A01;EEBF301;FFFFFFFF3A9E6E01;FFFFFFFF90AEA101;FFFFFFFF9AC26701;23FE1A01;FFFFFFFF59EBAD01;19EC9A01;FFFFFFFFC5732241;34760001;FFFFFFFF8F1F9C01;61A06001;FFFFFFFFB87C1001;FFFFFFFFBC400201;2E48B001;FFFFFFFF40C9BA01;FFFFFFFFA8BDBE01;FFFFFFFFBC204E01
4207B001;807A8501;FFFFFFFFBA4BE601;13A25801;FFFFFFFF452CB301;42D4DC01;FFFFFFFF43AC4601;FFFFFFFF66C9B001;FFFFFFFF114F3401;3CC4B701;2042B901;6FA23401;FFFFFFFF1E6B5C01;B2234901;C7A1C01;719FD401;64108001;FFFFFFFFCC24A001;FFFFFFFF28FDCE01;164A1001;FFFFFFFFB9445401;8CDF1501;AA669001;82555201;FFFFFFFFB31DAC01
FFFFFFFF7C73B201;FFFFFFFF3AF86B01;9F6D9901;1ECB3C01;C16C2901;2305001;FFFFFFFFD9C13401;FFFFFFFF179B0E01;3891F801;FFFFFFFF8A399A01;FFFFFFFFF2EFA201;BD375001;FFFFFFFFABF09A01;78789801;59CB8E01;8F60A001;C122E501;19B35601;A0A10C01;5F827601;AE2C4F01;34A95601;FFFFFFFFC853F401;8497FA01;FFFFFFFFCF410A01
