c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.79250415431468269+0.21585947803596719j,0.82188473449097899+0.53550149943568981j,0.26298248225520826+0.95982143263556885j,0.96117935734812232+0.28520166885207437j,0.0056397111524713337+0.78741976755237064j,0.44961120291471030+0.28363534207875041j,0.50057277434909886+0.15802188796543506j,0.11309750639520938+0.57225690858524048j,0.76941680787151001+0.72569259986461510j,0.14384995038958506+0.38697103033426028j,0.84005995067073602+0.12109247096481709j,0.46850361154545328+0.033207090488915590j,0.28544921999014100+0.30437735182795378j,0.48609263604407754+0.30757205241528485j,0.030530563832771869+0.79828540135838821j,0.57977513935458114+0.69115900888504123j,0.89258442859615783+0.79273340729174024j,0.24714312237089703+0.80593846529012825j,0.49797992656393519+0.40415664964975484j,0.62474815505723957+0.46896634896385375j
0.39045761627559350+0.28495269837834786j,0.62371686334532250+0.49590150087681850j,0.52474499754762394+0.69507291218321521j,0.77236524301163956+0.0053952412952647947j,0.81864578257542475+0.48202080883633658j,0.47590186747333812+0.61248471590746112j,0.78881520780235959+0.021406802730438365j,0.24289741304064125+0.79512678579696150j,0.98066665015959231+0.034224951131791199j,0.23702477670605526+0.58853399475355961j,0.33944662979476248+0.15997777162031732j,0.47331343043206237+0.97729039102312132j,0.35803381140943263+0.40063032836354162j,0.54680807724533798+0.26947669354524362j,0.82676514530323153+0.67326072893438815j,0.044484199388491338+0.18281140156973541j,0.94761427796781506+0.99215360001337327j,0.16065954214709829+0.091265410537626365j,0.66408506429159431+0.41187345004139536j,0.97893214608041024+0.40774148127903426j
0.87687833538961346+0.93309930912844707j,0.51894479762311352+0.33560117498324177j,0.50208204550527580+0.38389707525784605j,0.31603101541410894+0.39336170369560974j,0.10641920894646659+0.11726544469947102j,0.97030400600090450+0.30130198300381528j,0.61153441852909651+0.79068708569202517j,0.88858422801348169+0.47429660349861219j,0.79461893464559974+0.30849723667943096j,0.093225369660256435+0.76365089412327980j,0.38831545180026988+0.014095978903657824j,0.25442781281953819+0.054429434065940634j,0.73793902654424970+0.58327627348642830j,0.95155565435170497+0.048076788003801725j,0.0029979740524793889+0.89954038870564157j,0.67380545068227704+0.25041984034966924j,0.61790654925725141+0.28688778885894495j,0.19434904890119487+0.45491253336312404j,0.38442002035477202+0.19011767821386541j,0.0068657950421760552+0.45990833039032580j
0.40339875095006639+0.42871829515372090j,0.57544646594344973+0.18592410804869067j,0.40474461643178511+0.78456074869616899j,0.041186338058132009+0.079345542352819237j,0.92942554829696544+0.51173758623082777j,0.57046097726057310+0.54131464148487063j,0.60544755797043437+0.63949625722932590j,0.64127525058965829+0.087092005369635336j,0.63233569066437467+0.60026599700684058j,0.64917292640530311+0.43706242141793666j,0.68900861524312262+0.26025508349839643j,0.22814940167250958+0.070268103374535443j,0.36794522091529436+0.91056431755328693j,0.58314709019265143+0.81447294039195239j,0.90929716792435167+0.068111283140936299j,0.29472700462294471+0.91229202763401829j,0.86347805028577829+0.78417276994077589j,0.51527411667550804+0.34223934313763987j,0.22891486829973889+0.26348087908507956j,0.23638656926008750+0.95944088816292183j
0.051780446153757022+0.042302630187814771j,0.90960927415489423+0.65347273486907576j,0.58260810073543623+0.73245400668056093j,0.056380851097578226+0.90571800851543749j,0.64631699348657468+0.93852649339230165j,0.51101269174184494+0.15774872126460104j,0.48782717551351890+0.52865848175062269j,0.83403092245227883+0.36286916203977410j,0.10546928828809832+0.32509086776185891j,0.16907551203454743+0.60244137151516697j,0.76316456583746928+0.74095914186049427j,0.66016711067138312+0.57339563115435943j,0.93751832735215024+0.61651451252574607j,0.89400875661090973+0.37290576505334511j,0.67210240342128158+0.66175600804819623j,0.45618140733587448+0.64317658295389579j,0.44243364483437403+0.95345735226006756j,0.97121431937125180+0.20132998987708625j,0.78463352317635249+0.19331288776900368j,0.30542118519581829+0.69683861231025268j
0.32435402626641602+0.23002105138813536j,0.91682108767786463+0.63368867145084518j,0.56001847218795109+0.22778366988599810j,0.38829008583196234+0.53965860785496389j,0.24374099854286008+0.0085152619163492808j,0.36936263106568812+0.14405399199788863j,0.083171919486305118+0.051118841089821079j,0.92240699772005474+0.32312485783622208j,0.91815883808000820+0.16118811848619458j,0.39682809483743570+0.99817780211805784j,0.72881091011172361+0.74095013783348651j,0.23783822274592142+0.28606946455123988j,0.54432005959898355+0.91589181211348625j,0.22732730969917977+0.80135846515906328j,0.82537549275761157+0.37493823276355309j,0.93459962422073073+0.87504997028934006j,0.19416449056192342+0.34974318357564932j,0.33775712070490876+0.24739477971035764j,0.063508000410245624+0.18182488738331695j,0.12989693882001530+0.61782683642361236j
0.46810838430617502+0.72370661167197803j,0.95003814192173908+0.88752015234865678j,0.088947073351825057+0.65046668438690969j,0.76363016101930303+0.83084852277400012j,0.58977838891146728+0.15311600780806503j,0.040695247919809024+0.63225077220299886j,0.82055709173313773+0.83105922473595972j,0.32021405092356398+0.30346066122602433j,0.18348785377874355+0.72701645074244359j,0.038313482541891673+0.42990850449643148j,0.72349954047121934+0.51393306426904550j,0.16124135242100537+0.37287616575810706j,0.69227343278156539+0.20969525017966301j,0.75353471750880019+0.95471534465942542j,0.95023838652775561+0.70124146836135615j,0.23967499070445689+0.96495065745934927j,0.99887660281011226+0.12990235865195279j,0.14603341203780817+0.11010351654086190j,0.059557875181743471+0.82810753974557727j,0.50647458762411857+0.095245251011031651j
0.90312091063953637+0.21704935117121502j,0.32713046800628692+0.51190395397685184j,0.13912957153563060+0.15543866307115448j,0.45427639112504725+0.79999113455379522j,0.62842673827720341+0.040051345436072062j,0.29746672058695461+0.10732412949323214j,0.67211240722311272+0.32123027942356297j,0.86719473391377766+0.44386724323440052j,0.21608263830050051+0.60466117244036732j,0.61668080716294515+0.68723240420909193j,0.39446708817486686+0.61260058175355514j,0.37331030319043162+0.23520730761467484j,0.25408277595277634+0.86608293401871139j,0.86540410600572137+0.96750385418432927j,0.15124403678613829+0.46146955584404536j,0.94624412592069551+0.63695661590495589j,0.70240980885216531+0.96948236804734778j,0.61011617950157848+0.53019903091104481j,0.78371401998013646+0.86824726723181733j,0.66230762391171660+0.10886439646290300j
0.85983231853961173+0.42797055066446538j,0.84749904602645676+0.54589395150588060j,0.13148378821840576+0.95240748811263232j,0.83688745793673691+0.79347981579870963j,0.59794174080018203+0.69413551176037425j,0.20129215582731755+0.77719182337694881j,0.098883731013683931+0.082710125963371406j,0.82972518751706803+0.43935505782495160j,0.62545986341502779+0.58729712614801399j,0.038259877940681510+0.65497029184944555j,0.71543794815066386+0.66412434841066914j,0.72604158740189473+0.13782064324000576j,0.19328033059315164+0.86531311019864432j,0.0032680361893880471+0.27014243461289711j,0.00070266242126296402+0.027285469378933672j,0.15881679323475190+0.16473797941707427j,0.14816959183403042+0.99992613307839118j,0.50446572521682109+0.046807792959111832j,0.43108795333768901+0.14563846419531332j,0.39444831364234206+0.46342132305298489j
0.69880017563608099+0.78663728426404567j,0.37215148174803442+0.30843318496682653j,0.083992349980096040+0.89563065912975104j,0.72288736256091979+0.10965472847253617j,0.091103743176822446+0.83552288823735055j,0.33341258593838119+0.72817251779821746j,0.31690982772844561+0.55269646876454237j,0.12093516778177058+0.83250025741873224j,0.39539466035018883+0.043444702724367165j,0.45044330055251652+0.95996112171406445j,0.051949199948311674+0.84974742458599029j,0.95695929757390918+0.031757050985167359j,0.071596214121988924+0.46870734628295641j,0.21491648595216703+0.70622430510309664j,0.11963856833487646+0.89286057413236464j,0.30631519203856122+0.21862032338172502j,0.49880211027254223+0.42555622066011511j,0.084080986281336964+0.52693863482670000j,0.46398671410925157+0.66593693271495236j,0.41159843466517754+0.45235480249401006j
0.83532003359971529+0.36484889593541370j,0.085562203672149659+0.023983451555759309j,0.78237614384944032+0.37183757107993215j,0.60877769801118486+0.38222792674292444j,0.76204181917642766+0.74292285840420036j,0.16608830453711804+0.46169401996023474j,0.16279257546987766+0.81023796874574561j,0.30302245996748461+0.73244926066053284j,0.047232069081964749+0.41230066309010360j,0.91300514880820816+0.49116284016000072j,0.77568078550177788+0.039916846618490195j,0.17349583085027750+0.36677220844460473j,0.20786896798241017+0.60481546419174959j,0.69849472137729096+0.66379335728587230j,0.054644666446743727+0.53862464371281327j,0.54691819543393527+0.88264253783254509j,0.97655865224426674+0.54459158251540840j,0.38132497640914348+0.29935418602316849j,0.50134037091114059+0.088547697070312625j,0.52101282974988605+0.087296107048247348j
0.34020014289627348+0.29900564831471016j,0.62762798664550112+0.69729455060792800j,0.025110739345854491+0.84699576580647218j,0.34374573510996348+0.60165477504052844j,0.88770290112809402+0.93747115120526581j,0.72693152110519643+0.20526875436671230j,0.051377738996924646+0.88302313911587138j,0.32150591180101090+0.65294747869508940j,0.17589208853935207+0.17632331046624139j,0.99720376858595572+0.86629515683049552j,0.66379926699350345+0.76987620463570305j,0.31392992738822589+0.87570601768559209j,0.68011958702009268+0.91924567899474818j,0.92977849861195705+0.44838457513260049j,0.90345296906004591+0.70819920031210826j,0.88306390217525321+0.23993586348115808j,0.70565437990269586+0.049953900392205139j,0.62923263687862618+0.64931090045320972j,0.77916767039766932+0.10207472028040829j,0.51406587320174879+0.58780874962161345j
0.10047303584413958+0.90557516365027291j,0.89519268231996063+0.42347230436054245j,0.16077665503416907+0.73575825455572852j,0.59157942993764256+0.93625485784451423j,0.11119189413791081+0.95682995129867532j,0.10298971075291045+0.37881884314101189j,0.71338487772164472+0.90741959499691693j,0.35593257763156089+0.46688115256135165j,0.18912864899073464+0.76585543951844282j,0.89541304535703037+0.059583429742879827j,0.71852505489933605+0.14609840485191150j,0.015471462772728069+0.32885828705176384j,0.089894612618275777+0.43870505797207732j,0.44769524971679520+0.97908630744662695j,0.86292973735789957+0.68953363439550430j,0.61261636161822275+0.35291665559537438j,0.54776306476437397+0.66300409164062934j,0.76464596995846557+0.19310193388427774j,0.87324911459636456+0.29645124506128701j,0.90629030113791664+0.52616153784269859j
0.56893084494356039+0.32637392996893388j,0.87844328799642424+0.54102143132445368j,0.70452995592963097+0.97768630371584164j,0.22297248894006974+0.59418360074311660j,0.33431439726460832+0.86059675978064576j,0.24849612271514226+0.34895411164550949j,0.42129357522816957+0.42786353052053516j,0.54501455106131480+0.77513900626767995j,0.80044680137092927+0.69233610799935008j,0.87875729039980377+0.76625432964955209j,0.33000793776040582+0.27325976138332791j,0.78165140768530139+0.20479606809451473j,0.36371388887785328+0.41331175953685201j,0.84969141111884561+0.59104428311752222j,0.61251172985112967+0.90490408377574905j,0.68597992384261008+0.60426581062497164j,0.38336106742997145+0.70645211918671946j,0.27689381900055959+0.33326316872954737j,0.87413139981271937+0.26168126298249988j,0.37016071959569097+0.29940010255622090j
0.50312234729779759+0.25446721475092327j,0.98408335989670892+0.64464258253323692j,0.96680528492594375+0.10556184033525920j,0.84270490083373750+0.29875360959864011j,0.91038714227401796+0.67113126583683991j,0.46130836485475724+0.35175908119395394j,0.073924982121038790+0.059420058061696902j,0.33842682129064500+0.61434455179576031j,0.77398308403257221+0.55524886734604428j,0.38406359294681053+0.29026975048376596j,0.078973584674650044+0.73841323506325562j,0.35731688811068141+0.79165403372169907j,0.78898202211757584+0.54414140584506898j,0.99130563962318707+0.20610654424831987j,0.46829378176711939+0.15238747091634869j,0.76304479309302020+0.45320505533480449j,0.71876611145917157+0.73415806628923508j,0.23588042801704043+0.32648007001299623j,0.23733283913381878+0.65803332251162716j,0.14551774429576828+0.74606593158822554j
0.83092857367774708+0.34142813692865437j,0.23654832975315257+0.047150311529532203j,0.76903913792610323+0.82081535727218813j,0.99078036621973242+0.036613560333919000j,0.99699409899511104+0.12384172646633639j,0.80136002093348568+0.36631171365105269j,0.091290908288083422+0.39777204525220305j,0.45112924433591955+0.99233636276264980j,0.65311009600495706+0.85856772399426107j,0.45274249486770018+0.29405831778187108j,0.16844307459781907+0.74480745676375493j,0.96701508862724450+0.91374477262995291j,0.77837215883733246+0.51284581869463086j,0.65694183429705588+0.79963116439461968j,0.23873696489848242+0.62830386702242591j,0.21520168766944786+0.86097612054225359j,0.34039767176555497+0.77099417826836081j,0.32379235305001430+0.13896102635734092j,0.10695568476395344+0.87346812209337321j,0.25549742007501403+0.064551190234185610j
0.56235242392865648+0.68662605730966286j,0.58996691049411187+0.97274153618282932j,0.72206774278346220+0.51903195684669268j,0.64132301067582009+0.83216750888816760j,0.42498544749047662+0.90941501236533384j,0.46558630306964449+0.59761712318167692j,0.34343160232141834+0.85450788803080413j,0.74190684271141816+0.76048350736549819j,0.64699403242882803+0.58722179332461666j,0.33193165120398110+0.76247780295582956j,0.96544010893553733+0.060098255569278947j,0.65767506365775019+0.28276170186453659j,0.75126813811147053+0.36848839853029342j,0.099809890838265553+0.49287650263612187j,0.52671484824771053+0.50271418026215542j,0.74425654591145141+0.37074354827087375j,0.044990560889336041+0.24627831901128219j,0.20170980139883807+0.16996523898422930j,0.96361157759417781+0.69310759376461728j,0.12619811004346182+0.31691765968594687j
0.0028056098327398412+0.063476789926889751j,0.25382130433563599+0.054249298577751098j,0.67266383775343341+0.89561304269689357j,0.075273799895435881+0.71492926765651654j,0.46422872946571558+0.37863340004525958j,0.011945284444535676+0.41463708050742282j,0.88887240484084495+0.21468084363633338j,0.89345333303489227+0.89458838758990589j,0.78292134802244195+0.77600755168154767j,0.079392793005512594+0.28409479844759061j,0.10311691219217009+0.81540070022878053j,0.52494364633234580+0.80841685492332516j,0.56125599225366340+0.76721335305512495j,0.80094785898950160+0.62584179742101120j,0.85810461730644516+0.24039051096569392j,0.81742689594686158+0.78353142905988171j,0.71043718810526557+0.98283498573162109j,0.061911862000128257+0.52025981490597228j,0.34445877060247304+0.19169158874721462j,0.62720821998673304+0.13709552104264436j
0.97135193485995297+0.41185702151052889j,0.84787474249924977+0.66400557311273689j,0.44638822457892691+0.96508902685370446j,0.075842146504010138+0.90459618526076513j,0.14992483646777013+0.55437904089792445j,0.039697134110264584+0.84477166775874235j,0.93388349953111882+0.41701279834196253j,0.021750316884730402+0.29922552054476365j,0.92633849835897253+0.55421919380716467j,0.87215712812419610+0.96259877915535685j,0.19782472253548938+0.42382713920683834j,0.43626162879273134+0.67663102760614569j,0.48500302258192318+0.71324452926674020j,0.36479757633423077+0.52738901359404622j,0.36606496019080281+0.27344175392880471j,0.13052040715433380+0.056784811348984353j,0.54803815045544901+0.72719072355479386j,0.34808695576497806+0.93980654603035763j,0.75984120768797558+0.052566320387710357j,0.82738058982759088+0.53608306290910490j
